# Units are Msun
# M_init	ti46	ti47	ti48	ti49	ti50	
8	0	0	0	0	0	
13	1.1171e-05	3.4241e-06	2.6056e-05	2.2775e-06	2.3757e-06	
15	1.8036e-05	4.1413e-06	2.9735e-05	2.9610e-06	3.3961e-06	
20	2.3616e-05	6.8884e-06	4.1393e-05	5.1749e-06	7.2631e-06	
25	3.7430e-05	1.1557e-05	5.2286e-05	9.4878e-06	1.5569e-05	
30	4.7728e-06	4.3979e-06	4.4504e-05	3.3340e-06	3.2573e-06	
40	6.4386e-06	5.9328e-06	6.0037e-05	4.4977e-06	4.3942e-06	
60	1.0718e-05	9.8142e-06	9.9575e-05	7.9061e-06	7.3612e-06	
80	1.4301e-05	1.2865e-05	1.3106e-04	1.2015e-05	1.0131e-05	
120	2.3021e-05	2.0536e-05	2.0964e-04	2.0521e-05	1.6535e-05	
